sample,total_count,population,count,percentage
sample00128,102875,b_cell,10257,9.97
sample00128,102875,cd4_t_cell,24291,23.612
sample00128,102875,cd8_t_cell,31155,30.284
sample00128,102875,monocyte,20747,20.167
sample00128,102875,nk_cell,16425,15.966
sample00129,97799,b_cell,8578,8.771
sample00129,97799,cd4_t_cell,33812,34.573
sample00129,97799,cd8_t_cell,24695,25.251
sample00129,97799,monocyte,18492,18.908
sample00129,97799,nk_cell,12222,12.497
sample00130,110509,b_cell,9491,8.588
sample00130,110509,cd4_t_cell,29379,26.585
sample00130,110509,cd8_t_cell,20874,18.889
sample00130,110509,monocyte,20808,18.829
sample00130,110509,nk_cell,29957,27.108
sample00131,94983,b_cell,13475,14.187
sample00131,94983,cd4_t_cell,33782,35.566
sample00131,94983,cd8_t_cell,19647,20.685
sample00131,94983,monocyte,15810,16.645
sample00131,94983,nk_cell,12269,12.917
sample00132,104383,b_cell,12071,11.564
sample00132,104383,cd4_t_cell,37366,35.797
sample00132,104383,cd8_t_cell,22953,21.989
sample00132,104383,monocyte,21155,20.267
sample00132,104383,nk_cell,10838,10.383
sample00133,103248,b_cell,8998,8.715
sample00133,103248,cd4_t_cell,39154,37.922
sample00133,103248,cd8_t_cell,30577,29.615
sample00133,103248,monocyte,16209,15.699
sample00133,103248,nk_cell,8310,8.049
sample00134,94929,b_cell,5345,5.631
sample00134,94929,cd4_t_cell,21093,22.22
sample00134,94929,cd8_t_cell,19854,20.915
sample00134,94929,monocyte,29206,30.766
sample00134,94929,nk_cell,19431,20.469
sample00135,111728,b_cell,6364,5.696
sample00135,111728,cd4_t_cell,33379,29.875
sample00135,111728,cd8_t_cell,30479,27.28
sample00135,111728,monocyte,20034,17.931
sample00135,111728,nk_cell,21472,19.218
sample00136,105539,b_cell,9477,8.98
sample00136,105539,cd4_t_cell,36775,34.845
sample00136,105539,cd8_t_cell,24510,23.224
sample00136,105539,monocyte,19474,18.452
sample00136,105539,nk_cell,15303,14.5
sample00137,103610,b_cell,13112,12.655
sample00137,103610,cd4_t_cell,34563,33.359
sample00137,103610,cd8_t_cell,27662,26.698
sample00137,103610,monocyte,18754,18.101
sample00137,103610,nk_cell,9519,9.187
sample00138,93142,b_cell,10705,11.493
sample00138,93142,cd4_t_cell,26058,27.977
sample00138,93142,cd8_t_cell,24949,26.786
sample00138,93142,monocyte,16855,18.096
sample00138,93142,nk_cell,14575,15.648
sample00139,98502,b_cell,8256,8.382
sample00139,98502,cd4_t_cell,32718,33.216
sample00139,98502,cd8_t_cell,27913,28.337
sample00139,98502,monocyte,15630,15.868
sample00139,98502,nk_cell,13985,14.198
sample00140,94698,b_cell,10349,10.928
sample00140,94698,cd4_t_cell,23476,24.79
sample00140,94698,cd8_t_cell,26253,27.723
sample00140,94698,monocyte,17628,18.615
sample00140,94698,nk_cell,16992,17.943
sample00141,103696,b_cell,4896,4.721
sample00141,103696,cd4_t_cell,35662,34.391
sample00141,103696,cd8_t_cell,28642,27.621
sample00141,103696,monocyte,21325,20.565
sample00141,103696,nk_cell,13171,12.702
sample00142,98991,b_cell,10372,10.478
sample00142,98991,cd4_t_cell,32331,32.661
sample00142,98991,cd8_t_cell,26865,27.139
sample00142,98991,monocyte,17299,17.475
sample00142,98991,nk_cell,12124,12.248
sample00143,95184,b_cell,7954,8.356
sample00143,95184,cd4_t_cell,24873,26.131
sample00143,95184,cd8_t_cell,32400,34.039
sample00143,95184,monocyte,10588,11.124
sample00143,95184,nk_cell,19369,20.349
sample00144,98439,b_cell,7857,7.982
sample00144,98439,cd4_t_cell,27371,27.805
sample00144,98439,cd8_t_cell,37150,37.739
sample00144,98439,monocyte,17879,18.163
sample00144,98439,nk_cell,8182,8.312
sample00145,96711,b_cell,9816,10.15
sample00145,96711,cd4_t_cell,24589,25.425
sample00145,96711,cd8_t_cell,27212,28.137
sample00145,96711,monocyte,16550,17.113
sample00145,96711,nk_cell,18544,19.175
sample00146,108534,b_cell,1835,1.691
sample00146,108534,cd4_t_cell,40424,37.245
sample00146,108534,cd8_t_cell,32579,30.017
sample00146,108534,monocyte,23790,21.919
sample00146,108534,nk_cell,9906,9.127
sample00147,107835,b_cell,9384,8.702
sample00147,107835,cd4_t_cell,35855,33.25
sample00147,107835,cd8_t_cell,27312,25.328
sample00147,107835,monocyte,22359,20.734
sample00147,107835,nk_cell,12925,11.986
sample00148,95497,b_cell,12464,13.052
sample00148,95497,cd4_t_cell,27844,29.157
sample00148,95497,cd8_t_cell,24484,25.639
sample00148,95497,monocyte,14080,14.744
sample00148,95497,nk_cell,16625,17.409
sample00149,106825,b_cell,7999,7.488
sample00149,106825,cd4_t_cell,31822,29.789
sample00149,106825,cd8_t_cell,30839,28.869
sample00149,106825,monocyte,18064,16.91
sample00149,106825,nk_cell,18101,16.945
sample00150,90252,b_cell,6574,7.284
sample00150,90252,cd4_t_cell,30706,34.023
sample00150,90252,cd8_t_cell,23193,25.698
sample00150,90252,monocyte,20545,22.764
sample00150,90252,nk_cell,9234,10.231
sample00151,94188,b_cell,10045,10.665
sample00151,94188,cd4_t_cell,19743,20.961
sample00151,94188,cd8_t_cell,25079,26.627
sample00151,94188,monocyte,17373,18.445
sample00151,94188,nk_cell,21948,23.302
sample00152,101748,b_cell,10029,9.857
sample00152,101748,cd4_t_cell,34480,33.888
sample00152,101748,cd8_t_cell,23103,22.706
sample00152,101748,monocyte,17901,17.593
sample00152,101748,nk_cell,16235,15.956
sample00153,105449,b_cell,12772,12.112
sample00153,105449,cd4_t_cell,30009,28.458
sample00153,105449,cd8_t_cell,27496,26.075
sample00153,105449,monocyte,16853,15.982
sample00153,105449,nk_cell,18319,17.372
sample00154,98244,b_cell,4851,4.938
sample00154,98244,cd4_t_cell,29002,29.52
sample00154,98244,cd8_t_cell,29394,29.919
sample00154,98244,monocyte,14743,15.007
sample00154,98244,nk_cell,20254,20.616
sample00155,98358,b_cell,9098,9.25
sample00155,98358,cd4_t_cell,29519,30.012
sample00155,98358,cd8_t_cell,31146,31.666
sample00155,98358,monocyte,13591,13.818
sample00155,98358,nk_cell,15004,15.254
sample00156,95669,b_cell,12105,12.653
sample00156,95669,cd4_t_cell,25294,26.439
sample00156,95669,cd8_t_cell,22220,23.226
sample00156,95669,monocyte,21973,22.968
sample00156,95669,nk_cell,14077,14.714
sample00157,107396,b_cell,12798,11.917
sample00157,107396,cd4_t_cell,25824,24.046
sample00157,107396,cd8_t_cell,29712,27.666
sample00157,107396,monocyte,23759,22.123
sample00157,107396,nk_cell,15303,14.249
sample00158,99524,b_cell,9304,9.348
sample00158,99524,cd4_t_cell,30837,30.984
sample00158,99524,cd8_t_cell,28693,28.83
sample00158,99524,monocyte,14471,14.54
sample00158,99524,nk_cell,16219,16.297
sample00159,108497,b_cell,10899,10.045
sample00159,108497,cd4_t_cell,37159,34.249
sample00159,108497,cd8_t_cell,30942,28.519
sample00159,108497,monocyte,17569,16.193
sample00159,108497,nk_cell,11928,10.994
sample00160,108795,b_cell,4919,4.521
sample00160,108795,cd4_t_cell,37824,34.766
sample00160,108795,cd8_t_cell,30893,28.396
sample00160,108795,monocyte,20129,18.502
sample00160,108795,nk_cell,15030,13.815
sample00161,108402,b_cell,11706,10.799
sample00161,108402,cd4_t_cell,27508,25.376
sample00161,108402,cd8_t_cell,27113,25.012
sample00161,108402,monocyte,18520,17.085
sample00161,108402,nk_cell,23555,21.729
sample00162,102499,b_cell,12077,11.783
sample00162,102499,cd4_t_cell,34285,33.449
sample00162,102499,cd8_t_cell,25698,25.071
sample00162,102499,monocyte,15854,15.467
sample00162,102499,nk_cell,14585,14.229
sample00163,104732,b_cell,11351,10.838
sample00163,104732,cd4_t_cell,37866,36.155
sample00163,104732,cd8_t_cell,28692,27.396
sample00163,104732,monocyte,18338,17.509
sample00163,104732,nk_cell,8485,8.102
sample00164,100756,b_cell,11872,11.783
sample00164,100756,cd4_t_cell,29156,28.937
sample00164,100756,cd8_t_cell,26866,26.664
sample00164,100756,monocyte,24226,24.044
sample00164,100756,nk_cell,8636,8.571
sample00165,111486,b_cell,11804,10.588
sample00165,111486,cd4_t_cell,35119,31.501
sample00165,111486,cd8_t_cell,19245,17.262
sample00165,111486,monocyte,21456,19.245
sample00165,111486,nk_cell,23862,21.404
sample00166,111770,b_cell,9198,8.229
sample00166,111770,cd4_t_cell,33200,29.704
sample00166,111770,cd8_t_cell,21433,19.176
sample00166,111770,monocyte,26183,23.426
sample00166,111770,nk_cell,21756,19.465
sample00167,108425,b_cell,9538,8.797
sample00167,108425,cd4_t_cell,26658,24.587
sample00167,108425,cd8_t_cell,40134,37.015
sample00167,108425,monocyte,19194,17.703
sample00167,108425,nk_cell,12901,11.899
sample00168,102412,b_cell,8186,7.993
sample00168,102412,cd4_t_cell,30370,29.655
sample00168,102412,cd8_t_cell,32947,32.171
sample00168,102412,monocyte,12267,11.978
sample00168,102412,nk_cell,18642,18.203
sample00169,93829,b_cell,8106,8.639
sample00169,93829,cd4_t_cell,33236,35.422
sample00169,93829,cd8_t_cell,23215,24.742
sample00169,93829,monocyte,14590,15.55
sample00169,93829,nk_cell,14682,15.648
sample00170,98457,b_cell,7984,8.109
sample00170,98457,cd4_t_cell,26639,27.056
sample00170,98457,cd8_t_cell,25161,25.555
sample00170,98457,monocyte,24495,24.879
sample00170,98457,nk_cell,14178,14.4
sample00171,92121,b_cell,11525,12.511
sample00171,92121,cd4_t_cell,22299,24.206
sample00171,92121,cd8_t_cell,23390,25.391
sample00171,92121,monocyte,20789,22.567
sample00171,92121,nk_cell,14118,15.325
sample00172,94096,b_cell,11364,12.077
sample00172,94096,cd4_t_cell,28674,30.473
sample00172,94096,cd8_t_cell,23176,24.63
sample00172,94096,monocyte,19145,20.346
sample00172,94096,nk_cell,11737,12.473
sample00173,96509,b_cell,7082,7.338
sample00173,96509,cd4_t_cell,28266,29.288
sample00173,96509,cd8_t_cell,27520,28.515
sample00173,96509,monocyte,23840,24.702
sample00173,96509,nk_cell,9801,10.156
sample00174,97817,b_cell,7405,7.57
sample00174,97817,cd4_t_cell,32965,33.701
sample00174,97817,cd8_t_cell,22137,22.631
sample00174,97817,monocyte,14505,14.829
sample00174,97817,nk_cell,20805,21.269
sample00175,107707,b_cell,11412,10.595
sample00175,107707,cd4_t_cell,36667,34.043
sample00175,107707,cd8_t_cell,23005,21.359
sample00175,107707,monocyte,22975,21.331
sample00175,107707,nk_cell,13648,12.671
sample00176,97220,b_cell,7371,7.582
sample00176,97220,cd4_t_cell,31741,32.649
sample00176,97220,cd8_t_cell,18491,19.02
sample00176,97220,monocyte,26575,27.335
sample00176,97220,nk_cell,13042,13.415
sample00177,102788,b_cell,10580,10.293
sample00177,102788,cd4_t_cell,25468,24.777
sample00177,102788,cd8_t_cell,30273,29.452
sample00177,102788,monocyte,17846,17.362
sample00177,102788,nk_cell,18621,18.116
sample00178,109003,b_cell,11377,10.437
sample00178,109003,cd4_t_cell,35564,32.627
sample00178,109003,cd8_t_cell,18189,16.687
sample00178,109003,monocyte,21281,19.523
sample00178,109003,nk_cell,22592,20.726
sample00179,95383,b_cell,4366,4.577
sample00179,95383,cd4_t_cell,26451,27.731
sample00179,95383,cd8_t_cell,24940,26.147
sample00179,95383,monocyte,23797,24.949
sample00179,95383,nk_cell,15829,16.595
sample00180,99526,b_cell,10632,10.683
sample00180,99526,cd4_t_cell,34254,34.417
sample00180,99526,cd8_t_cell,24728,24.846
sample00180,99526,monocyte,18053,18.139
sample00180,99526,nk_cell,11859,11.915
sample00181,106939,b_cell,9617,8.993
sample00181,106939,cd4_t_cell,36652,34.274
sample00181,106939,cd8_t_cell,19948,18.654
sample00181,106939,monocyte,20369,19.047
sample00181,106939,nk_cell,20353,19.032
sample00182,96513,b_cell,7927,8.213
sample00182,96513,cd4_t_cell,43029,44.584
sample00182,96513,cd8_t_cell,14677,15.207
sample00182,96513,monocyte,18209,18.867
sample00182,96513,nk_cell,12671,13.129
sample00183,90271,b_cell,8354,9.254
sample00183,90271,cd4_t_cell,24907,27.591
sample00183,90271,cd8_t_cell,22921,25.391
sample00183,90271,monocyte,15769,17.469
sample00183,90271,nk_cell,18320,20.294
sample00184,101853,b_cell,13752,13.502
sample00184,101853,cd4_t_cell,29444,28.908
sample00184,101853,cd8_t_cell,27317,26.82
sample00184,101853,monocyte,18862,18.519
sample00184,101853,nk_cell,12478,12.251
sample00185,90312,b_cell,8199,9.079
sample00185,90312,cd4_t_cell,30630,33.916
sample00185,90312,cd8_t_cell,26342,29.168
sample00185,90312,monocyte,13624,15.085
sample00185,90312,nk_cell,11517,12.752
sample00186,99781,b_cell,12451,12.478
sample00186,99781,cd4_t_cell,21131,21.177
sample00186,99781,cd8_t_cell,32194,32.265
sample00186,99781,monocyte,19122,19.164
sample00186,99781,nk_cell,14883,14.916
sample00187,97273,b_cell,13389,13.764
sample00187,97273,cd4_t_cell,25999,26.728
sample00187,97273,cd8_t_cell,22858,23.499
sample00187,97273,monocyte,22047,22.665
sample00187,97273,nk_cell,12980,13.344
sample00188,93651,b_cell,10012,10.691
sample00188,93651,cd4_t_cell,30565,32.637
sample00188,93651,cd8_t_cell,20985,22.408
sample00188,93651,monocyte,19179,20.479
sample00188,93651,nk_cell,12910,13.785
sample00189,92269,b_cell,7128,7.725
sample00189,92269,cd4_t_cell,32117,34.808
sample00189,92269,cd8_t_cell,25593,27.737
sample00189,92269,monocyte,17971,19.477
sample00189,92269,nk_cell,9460,10.253
sample00190,107702,b_cell,5835,5.418
sample00190,107702,cd4_t_cell,30147,27.991
sample00190,107702,cd8_t_cell,30522,28.339
sample00190,107702,monocyte,27256,25.307
sample00190,107702,nk_cell,13942,12.945
sample00191,97633,b_cell,10650,10.908
sample00191,97633,cd4_t_cell,25785,26.41
sample00191,97633,cd8_t_cell,30449,31.187
sample00191,97633,monocyte,18500,18.949
sample00191,97633,nk_cell,12249,12.546
sample00192,93422,b_cell,9491,10.159
sample00192,93422,cd4_t_cell,29905,32.011
sample00192,93422,cd8_t_cell,22342,23.915
sample00192,93422,monocyte,19969,21.375
sample00192,93422,nk_cell,11715,12.54
sample00193,104288,b_cell,12614,12.095
sample00193,104288,cd4_t_cell,33863,32.471
sample00193,104288,cd8_t_cell,22778,21.841
sample00193,104288,monocyte,17710,16.982
sample00193,104288,nk_cell,17323,16.611
sample00194,94766,b_cell,8249,8.705
sample00194,94766,cd4_t_cell,32860,34.675
sample00194,94766,cd8_t_cell,21040,22.202
sample00194,94766,monocyte,17927,18.917
sample00194,94766,nk_cell,14690,15.501
sample00195,110093,b_cell,9581,8.703
sample00195,110093,cd4_t_cell,31555,28.662
sample00195,110093,cd8_t_cell,23430,21.282
sample00195,110093,monocyte,28496,25.884
sample00195,110093,nk_cell,17031,15.47
sample00196,106348,b_cell,5599,5.265
sample00196,106348,cd4_t_cell,35171,33.072
sample00196,106348,cd8_t_cell,22344,21.01
sample00196,106348,monocyte,22474,21.133
sample00196,106348,nk_cell,20760,19.521
sample00197,105242,b_cell,11837,11.247
sample00197,105242,cd4_t_cell,24501,23.281
sample00197,105242,cd8_t_cell,33379,31.716
sample00197,105242,monocyte,23036,21.889
sample00197,105242,nk_cell,12489,11.867
sample00198,112100,b_cell,11947,10.657
sample00198,112100,cd4_t_cell,25884,23.09
sample00198,112100,cd8_t_cell,26396,23.547
sample00198,112100,monocyte,34147,30.461
sample00198,112100,nk_cell,13726,12.244
sample00199,98854,b_cell,14721,14.892
sample00199,98854,cd4_t_cell,32669,33.048
sample00199,98854,cd8_t_cell,18028,18.237
sample00199,98854,monocyte,21877,22.131
sample00199,98854,nk_cell,11559,11.693
sample00200,98997,b_cell,10134,10.237
sample00200,98997,cd4_t_cell,32902,33.235
sample00200,98997,cd8_t_cell,25566,25.825
sample00200,98997,monocyte,18307,18.492
sample00200,98997,nk_cell,12088,12.21
sample00201,107968,b_cell,12506,11.583
sample00201,107968,cd4_t_cell,33632,31.15
sample00201,107968,cd8_t_cell,22619,20.95
sample00201,107968,monocyte,22907,21.216
sample00201,107968,nk_cell,16304,15.101
sample00202,109619,b_cell,12230,11.157
sample00202,109619,cd4_t_cell,29841,27.222
sample00202,109619,cd8_t_cell,26472,24.149
sample00202,109619,monocyte,27965,25.511
sample00202,109619,nk_cell,13111,11.961
sample00203,89878,b_cell,10259,11.414
sample00203,89878,cd4_t_cell,26495,29.479
sample00203,89878,cd8_t_cell,23424,26.062
sample00203,89878,monocyte,21700,24.144
sample00203,89878,nk_cell,8000,8.901
sample00204,106620,b_cell,13017,12.209
sample00204,106620,cd4_t_cell,29998,28.135
sample00204,106620,cd8_t_cell,27927,26.193
sample00204,106620,monocyte,22142,20.767
sample00204,106620,nk_cell,13536,12.696
sample00205,101142,b_cell,8077,7.986
sample00205,101142,cd4_t_cell,28201,27.883
sample00205,101142,cd8_t_cell,24825,24.545
sample00205,101142,monocyte,23367,23.103
sample00205,101142,nk_cell,16672,16.484
sample00206,108697,b_cell,10714,9.857
sample00206,108697,cd4_t_cell,35430,32.595
sample00206,108697,cd8_t_cell,30621,28.171
sample00206,108697,monocyte,19164,17.631
sample00206,108697,nk_cell,12768,11.746
sample00207,104367,b_cell,8515,8.159
sample00207,104367,cd4_t_cell,30668,29.385
sample00207,104367,cd8_t_cell,27761,26.599
sample00207,104367,monocyte,24054,23.048
sample00207,104367,nk_cell,13369,12.81
sample00208,109160,b_cell,11308,10.359
sample00208,109160,cd4_t_cell,39817,36.476
sample00208,109160,cd8_t_cell,24209,22.178
sample00208,109160,monocyte,17331,15.877
sample00208,109160,nk_cell,16495,15.111
sample00209,105179,b_cell,11804,11.223
sample00209,105179,cd4_t_cell,34985,33.262
sample00209,105179,cd8_t_cell,26281,24.987
sample00209,105179,monocyte,18851,17.923
sample00209,105179,nk_cell,13258,12.605
sample00210,97792,b_cell,6668,6.819
sample00210,97792,cd4_t_cell,25188,25.757
sample00210,97792,cd8_t_cell,26040,26.628
sample00210,97792,monocyte,28452,29.094
sample00210,97792,nk_cell,11444,11.702
sample00211,94532,b_cell,7965,8.426
sample00211,94532,cd4_t_cell,30544,32.311
sample00211,94532,cd8_t_cell,28417,30.061
sample00211,94532,monocyte,16855,17.83
sample00211,94532,nk_cell,10751,11.373
sample00212,110959,b_cell,18307,16.499
sample00212,110959,cd4_t_cell,31840,28.695
sample00212,110959,cd8_t_cell,22477,20.257
sample00212,110959,monocyte,27824,25.076
sample00212,110959,nk_cell,10511,9.473
sample00213,98753,b_cell,11597,11.743
sample00213,98753,cd4_t_cell,33550,33.974
sample00213,98753,cd8_t_cell,23412,23.708
sample00213,98753,monocyte,15033,15.223
sample00213,98753,nk_cell,15161,15.352
sample00214,102152,b_cell,13613,13.326
sample00214,102152,cd4_t_cell,23583,23.086
sample00214,102152,cd8_t_cell,26516,25.957
sample00214,102152,monocyte,24990,24.464
sample00214,102152,nk_cell,13450,13.167
sample00215,90715,b_cell,8136,8.969
sample00215,90715,cd4_t_cell,28823,31.773
sample00215,90715,cd8_t_cell,24167,26.641
sample00215,90715,monocyte,19257,21.228
sample00215,90715,nk_cell,10332,11.39
sample00216,101474,b_cell,8404,8.282
sample00216,101474,cd4_t_cell,35370,34.856
sample00216,101474,cd8_t_cell,20063,19.772
sample00216,101474,monocyte,23747,23.402
sample00216,101474,nk_cell,13890,13.688
sample00217,95714,b_cell,5644,5.897
sample00217,95714,cd4_t_cell,21619,22.587
sample00217,95714,cd8_t_cell,25388,26.525
sample00217,95714,monocyte,30086,31.433
sample00217,95714,nk_cell,12977,13.558
sample00218,113235,b_cell,20617,18.207
sample00218,113235,cd4_t_cell,37568,33.177
sample00218,113235,cd8_t_cell,26481,23.386
sample00218,113235,monocyte,15497,13.686
sample00218,113235,nk_cell,13072,11.544
sample00219,105888,b_cell,7959,7.516
sample00219,105888,cd4_t_cell,36310,34.291
sample00219,105888,cd8_t_cell,22105,20.876
sample00219,105888,monocyte,17506,16.533
sample00219,105888,nk_cell,22008,20.784
sample00220,93958,b_cell,8861,9.431
sample00220,93958,cd4_t_cell,38494,40.969
sample00220,93958,cd8_t_cell,22989,24.467
sample00220,93958,monocyte,11766,12.523
sample00220,93958,nk_cell,11848,12.61
sample00221,104061,b_cell,12912,12.408
sample00221,104061,cd4_t_cell,28115,27.018
sample00221,104061,cd8_t_cell,25250,24.265
sample00221,104061,monocyte,17064,16.398
sample00221,104061,nk_cell,20720,19.911
sample00222,106140,b_cell,6263,5.901
sample00222,106140,cd4_t_cell,33860,31.901
sample00222,106140,cd8_t_cell,18048,17.004
